id,lastpage,startdate,datestamp,randnumber,case1a1,case1a2,case1a3,case1a4,case1a5,case1a6,case1a7,case1a8,case1a9,case1b1,case1b2,case1b3,case1b4,case1b5,case1b6,case1b7,case1b8,case1b9,case1c1,case1c2,case1c3,case1c4,case1c5,case1c6,case1c7,case1c8,case1c9,case1d1,case1d2,case1d3,case1d4,case1d5,case1d6,case1d7,case1d8,case1d9,case2a1,case2a2,case2a3,case2a4,case2a5,case2a6,case2a7,case2a8,case2a9,case2a10,case2a11,case2a12,case2a13,case2a14,case2a15,case2b1,case2b2,case2b3,case2b4,case2b5,case2b6,case2b7,case2b8,case2b9,case2b10,case2b11,case2b12,case2b13,case2b14,case2b15,kontrolle1,kontrolle2b,wuerde,mitbewohner,wohnraum,alter,geschlecht,einkommen,bildung,bundesland,politik,abschluss
437,89,2026-03-21 08:15:15,2026-03-21 08:22:16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,-7.0,-3.0,0.0,0.0,2.0,5.0,-9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,1.0,80.0,31.0,1.0,500.0,7.0,10.0,2.0,
438,89,2026-03-21 08:37:00,2026-03-21 11:06:58,3,,,,,,,,,,,,,,,,,,,0.0,-10.0,-6.0,-5.0,3.0,3.0,4.0,6.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,70.0,3.0,150.0,61.0,1.0,3500.0,8.0,9.0,4.0,
439,60,2026-03-21 09:09:42,2026-03-21 09:09:58,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,89,2026-03-21 09:22:51,2026-03-21 09:33:04,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,40.0,1.0,64.0,33.0,1.0,2900.0,7.0,9.0,2.0,
441,12,2026-03-21 09:49:02,2026-03-21 09:51:30,1,,,-10.0,-5.0,0.0,10.0,10.0,60.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,89,2026-03-21 09:54:12,2026-03-21 09:59:36,2,,,,,,,,,,40.0,60.0,40.0,20.0,0.0,20.0,40.0,-40.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,65.0,1.0,110.0,66.0,3.0,1500.0,11.0,2.0,2.0,
443,34,2026-03-21 09:54:23,2026-03-21 09:54:34,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,89,2026-03-21 10:53:05,2026-03-21 12:08:29,1,-100.0,-80.0,-50.0,-20.0,0.0,0.0,40.0,20.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,60.0,1.0,88.0,29.0,1.0,3500.0,8.0,10.0,4.0,
445,89,2026-03-21 11:17:43,2026-03-21 11:20:21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,7.0,6.0,120.0,7.0,8.0,6.0,120.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,45.0,4.0,120.0,62.0,1.0,1800.0,2.0,15.0,4.0,
446,89,2026-03-21 11:23:45,2026-03-21 11:27:45,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,-20.0,-5.0,-10.0,0.0,20.0,40.0,-30.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,120.0,34.0,1.0,2900.0,4.0,7.0,2.0,
447,36,2026-03-21 11:24:41,2026-03-21 11:26:02,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,89,2026-03-21 11:25:14,2026-03-21 11:30:04,3,,,,,,,,,,,,,,,,,,,-10.0,-5.0,-4.0,-2.0,0.0,2.0,3.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,110.0,55.0,1.0,1980.0,5.0,1.0,5.0,
449,89,2026-03-21 11:45:59,2026-03-21 11:50:59,1,-10.0,-10.0,-2.0,-2.0,0.0,1.0,2.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,3.0,170.0,61.0,1.0,2000.0,8.0,10.0,3.0,
450,89,2026-03-21 11:50:28,2026-03-21 11:55:21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,7.0,1.0,50.0,1.0,60.0,34.0,1.0,2000.0,5.0,14.0,4.0,
451,89,2026-03-21 11:54:25,2026-03-21 11:59:26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,7.0,1.0,60.0,2.0,130.0,57.0,1.0,2500.0,5.0,10.0,5.0,
452,89,2026-03-21 12:14:53,2026-03-21 12:18:22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,7.0,1.0,30.0,4.0,166.0,48.0,3.0,3830.0,8.0,5.0,3.0,
453,34,2026-03-21 12:25:10,2026-03-21 12:25:28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,14,2026-03-21 12:30:55,2026-03-21 12:31:09,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,89,2026-03-21 12:32:07,2026-03-21 12:54:22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,120.0,36.0,3.0,2000.0,5.0,8.0,4.0,
456,89,2026-03-21 12:43:41,2026-03-21 12:49:10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,25.0,3.0,180.0,61.0,1.0,3000.0,3.0,1.0,2.0,
457,79,2026-03-21 13:01:33,2026-03-21 13:11:14,3,,,,,,,,,,,,,,,,,,,80.0,50.0,50.0,50.0,60.0,80.0,60.0,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
458,89,2026-03-21 13:25:00,2026-03-21 13:28:50,3,,,,,,,,,,,,,,,,,,,0.0,50.0,0.5,20.0,0.0,110.0,30.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,5.0,110.0,25.0,1.0,3.5,7.0,2.0,3.0,
459,89,2026-03-21 13:25:49,2026-03-21 13:33:49,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,25.0,2.0,90.0,67.0,3.0,1650.0,3.0,10.0,7.0,
460,89,2026-03-21 13:37:55,2026-03-21 13:47:24,2,,,,,,,,,,-10.0,-8.0,-4.0,-6.0,0.0,2.0,4.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,1.0,200.0,40.0,3.0,2100.0,5.0,14.0,4.0,
461,2,2026-03-21 13:38:17,2026-03-21 13:38:17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,89,2026-03-21 14:54:53,2026-03-21 14:59:50,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,7.0,0.0,0.0,0.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,55.0,2.0,100.0,70.0,1.0,1200.0,5.0,2.0,4.0,
463,89,2026-03-21 15:10:08,2026-03-21 15:48:29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,25.0,2.0,90.0,44.0,1.0,2400.0,5.0,1.0,4.0,
464,89,2026-03-21 15:24:45,2026-03-21 15:28:35,1,-10.0,-8.0,-5.0,-3.0,0.0,3.0,5.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,2.0,90.0,32.0,3.0,2700.0,5.0,2.0,5.0,
465,79,2026-03-21 15:28:52,2026-03-21 15:30:50,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
466,34,2026-03-21 15:33:13,2026-03-21 15:33:28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,77,2026-03-21 15:36:29,2026-03-21 15:38:01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,98.0,90.0,49.0,54.0,89.0,40.0,67.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
468,89,2026-03-21 15:37:13,2026-03-21 15:40:48,1,80.0,60.0,40.0,20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,42.0,2.0,120.0,40.0,1.0,1100.0,5.0,10.0,2.0,
469,2,2026-03-21 15:54:31,2026-03-21 15:54:31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,25,2026-03-21 16:00:34,2026-03-21 16:01:35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,34,2026-03-21 16:02:02,2026-03-21 16:02:12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,79,2026-03-21 16:09:11,2026-03-21 16:12:23,3,,,,,,,,,,,,,,,,,,,65.0,65.0,65.0,75.0,85.0,75.0,70.0,65.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
473,89,2026-03-21 16:47:20,2026-03-21 16:57:56,3,,,,,,,,,,,,,,,,,,,-100.0,-10.0,-50.0,-1.0,10.0,10.0,40.0,30.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,25.0,1.0,28.0,52.0,3.0,1300.0,8.0,1.0,4.0,
474,2,2026-03-21 17:00:39,2026-03-21 17:00:39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,89,2026-03-21 17:11:27,2026-03-21 17:18:01,3,,,,,,,,,,,,,,,,,,,-100.0,-20.0,-8.0,-5.0,0.0,0.0,2.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,90.0,26.0,1.0,2000.0,8.0,7.0,3.0,
476,2,2026-03-21 17:17:51,2026-03-21 17:17:51,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,89,2026-03-21 17:52:17,2026-03-21 17:57:06,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,45.0,2.0,125.0,36.0,1.0,2700.0,5.0,4.0,5.0,
478,2,2026-03-21 17:54:35,2026-03-21 17:54:35,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,89,2026-03-21 18:05:09,2026-03-21 18:12:01,3,,,,,,,,,,,,,,,,,,,-10.0,-6.0,-4.0,-1.0,1.0,2.0,1.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,75.0,4.0,165.0,42.0,3.0,2750.0,8.0,10.0,4.0,
480,4,2026-03-21 18:05:52,2026-03-21 18:06:23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,4,2026-03-21 18:22:13,2026-03-21 18:22:38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,89,2026-03-21 18:29:30,2026-03-21 18:37:10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,7.0,1.0,45.0,1.0,66.0,70.0,3.0,2700.0,6.0,13.0,4.0,
483,2,2026-03-21 18:41:58,2026-03-21 18:41:58,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,89,2026-03-21 18:42:11,2026-03-21 18:47:17,3,,,,,,,,,,,,,,,,,,,-30000.0,-100.0,-50.0,-20.0,0.0,20.0,40.0,-60.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,20.0,2.0,30.0,47.0,1.0,2000.0,5.0,10.0,3.0,
485,89,2026-03-21 18:56:34,2026-03-21 19:14:03,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,7.0,1.0,80.0,1.0,80.0,44.0,1.0,563.0,1.0,2.0,4.0,
486,89,2026-03-21 18:59:28,2026-03-21 19:04:41,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,7.0,1.0,50.0,1.0,65.0,60.0,1.0,4700.0,7.0,3.0,5.0,
487,34,2026-03-21 19:15:56,2026-03-21 19:16:31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,89,2026-03-21 19:41:39,2026-03-21 19:47:51,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,76.0,59.0,3.0,2500.0,7.0,6.0,3.0,
489,89,2026-03-21 21:08:15,2026-03-21 21:17:19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,1.0,60.0,2.0,150.0,58.0,1.0,1600.0,5.0,9.0,3.0,
490,89,2026-03-21 21:17:52,2026-03-21 21:21:46,1,-10.0,-9.0,-7.0,-3.0,0.0,2.0,5.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,200.0,28.0,1.0,0.0,7.0,10.0,4.0,
491,89,2026-03-21 21:32:00,2026-03-21 21:41:21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,10.0,5.0,3.0,10.0,8.0,20.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,3.0,130.0,34.0,3.0,3500.0,3.0,7.0,4.0,
492,79,2026-03-21 21:47:17,2026-03-21 21:50:51,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
493,89,2026-03-21 23:14:25,2026-03-21 23:21:14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,7.0,1.0,60.0,1.0,78.0,50.0,1.0,2150.0,5.0,10.0,4.0,
494,89,2026-03-21 23:47:25,2026-03-21 23:54:07,1,-100.0,-80.0,-50.0,-20.0,0.0,10.0,33.0,60.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,1.0,75.0,45.0,1.0,0.0,5.0,3.0,4.0,
495,79,2026-03-21 23:51:14,2026-03-21 23:54:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
496,89,2026-03-21 23:56:30,2026-03-22 00:01:06,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,1.0,30.0,4.0,135.0,33.0,1.0,2650.0,5.0,10.0,4.0,
497,42,2026-03-22 00:31:27,2026-03-22 00:40:16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,,-8.0,0.0,5.0,,5.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,89,2026-03-22 02:35:06,2026-03-22 02:39:16,2,,,,,,,,,,0.0,80.0,35.0,4.0,0.0,20.0,20.0,45.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,35.0,2.0,90.0,30.0,1.0,400.0,8.0,2.0,2.0,
499,77,2026-03-22 03:17:06,2026-03-22 03:19:39,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,,,,,,,,,,,
500,79,2026-03-22 06:00:25,2026-03-22 06:04:28,2,,,,,,,,,,-100.0,-100.0,-50.0,-20.0,0.0,-30.0,40.0,70.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
501,79,2026-03-22 06:17:20,2026-03-22 06:20:53,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
502,3,2026-03-22 06:50:58,2026-03-22 06:51:30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,79,2026-03-22 07:15:40,2026-03-22 07:23:54,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,7.0,5.0,5.0,7.0,7.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
504,89,2026-03-22 08:03:32,2026-03-22 08:10:08,1,-10.0,-6.0,-2.0,-2.0,0.0,1.0,2.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,4.0,140.0,31.0,1.0,2300.0,7.0,14.0,5.0,
505,89,2026-03-22 08:10:27,2026-03-22 08:14:59,3,,,,,,,,,,,,,,,,,,,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,220.0,34.0,1.0,3100.0,8.0,10.0,3.0,
506,60,2026-03-22 08:48:39,2026-03-22 08:48:52,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,89,2026-03-22 08:53:59,2026-03-22 09:00:50,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,7.0,1.0,25.0,4.0,144.0,36.0,3.0,2700.0,8.0,13.0,2.0,
508,89,2026-03-22 09:09:06,2026-03-22 09:11:06,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,7.0,6.0,2.0,5.0,4.0,6.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,75.0,28.0,1.0,1750.0,3.0,9.0,1.0,
509,14,2026-03-22 10:32:38,2026-03-22 10:33:27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,89,2026-03-22 10:44:21,2026-03-22 10:48:04,1,100.0,80.0,80.0,50.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,1.0,40.0,42.0,3.0,1750.0,3.0,10.0,4.0,
511,89,2026-03-22 11:06:39,2026-03-22 11:10:19,1,-10.0,-10.0,-4.0,-2.0,0.0,8.0,4.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,20.0,2.0,144.0,61.0,3.0,4400.0,6.0,7.0,4.0,
512,77,2026-03-22 11:07:32,2026-03-22 11:10:49,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,,,,,,
513,3,2026-03-22 11:20:35,2026-03-22 11:20:39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,89,2026-03-22 11:35:36,2026-03-22 11:38:41,2,,,,,,,,,,9.0,9.0,9.0,3.0,0.0,4.0,3.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,100.0,60.0,1.0,3800.0,3.0,4.0,6.0,
515,89,2026-03-22 12:10:45,2026-03-22 12:14:35,2,,,,,,,,,,-20.0,-5.0,-2.0,-1.0,0.0,2.0,2.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,3.0,130.0,62.0,3.0,4500.0,7.0,2.0,4.0,
516,89,2026-03-22 12:14:21,2026-03-22 12:26:09,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,60.0,20.0,45.0,55.0,50.0,45.0,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,60.0,5.0,115.0,50.0,3.0,1200.0,5.0,7.0,2.0,
517,89,2026-03-22 12:22:37,2026-03-22 12:33:50,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,15.0,4.0,20.0,26.0,3.0,4200.0,8.0,2.0,4.0,
518,89,2026-03-22 12:49:32,2026-03-22 13:02:10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,50.0,1.0,48.0,55.0,3.0,1400.0,5.0,14.0,4.0,
519,3,2026-03-22 12:56:02,2026-03-22 12:56:14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,79,2026-03-22 12:56:46,2026-03-22 12:59:08,2,,,,,,,,,,0.0,5.0,10.0,60.0,100.0,100.0,80.0,76.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
521,79,2026-03-22 13:06:14,2026-03-22 13:12:02,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,10.0,7.0,0.0,9.0,6.0,5.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
522,89,2026-03-22 14:26:37,2026-03-22 14:30:27,3,,,,,,,,,,,,,,,,,,,0.0,1.0,10.0,20.0,100.0,20.0,100.0,2.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,38.0,31.0,1.0,0.0,3.0,1.0,6.0,
523,89,2026-03-22 14:29:38,2026-03-22 14:36:13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,45.0,2.0,55.0,26.0,1.0,1800.0,5.0,16.0,4.0,
